Tweet text,Link Title,Tweet total length,Hashtags length,Author total tweets,Author quality tweets,Host total urls,Host quality urls,Source total urls,Source quality urls,Number of hashtags,Number of user mentions,Quality score,Is retweet?
Dr. Strange sculpted in #ZBrush by Arlen Pelletier http://t.co/u2d0odIGox #DrStrange #fanart #digitalsculpting #3dart http://t.co/NudYOb8hqm,Dr. Strange Arlen Pelletier,140,50,15,0,16,0,23,5,5,0,-1,0
RT @UArtsy: Young #Medusa by George Manolache http://t.co/3UrDylbLXH #3dsmax #zbrush #nuke #photoshop #cgi #digitalsculpting http://t.co/UE…,Young Medusa by George Manolache | Portrait | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,140,62,1,0,1,0,1,0,7,1,-1,1
Some terrain I made in world machine and just exported the displacement into zbrush. More to come!… http://t.co/Th5avYE7mR,Brandon Brown on Instagram: “Some terrain I made in world machine and just exported the displacement into zbrush. More to come! #zbrush #worldmachine”,122,0,1,0,63,0,59,0,0,0,-1,0
Final render #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel… http://t.co/rIeksnfVMv,Dwayne Hanley on Instagram: “Final render #art #artfollowsme #3dsculpt #3dmodeler #3dobjects #zbrush #keyshot #marvel #marvelcomics #marvelmovies #marvelcharacter…”,112,74,12,0,63,0,59,0,8,0,-1,0
RT @UArtsy: Dr. Strange sculpted in #ZBrush by Arlen Pelletier http://t.co/u2d0odIGox #DrStrange #fanart #digitalsculpting #3dart http://t.…,Dr. Strange Arlen Pelletier,140,50,21,0,16,0,21,0,5,1,-1,1
RT @UArtsy: Dr. Strange sculpted in #ZBrush by Arlen Pelletier http://t.co/u2d0odIGox #DrStrange #fanart #digitalsculpting #3dart http://t.…,Dr. Strange Arlen Pelletier,140,50,7,0,16,0,7,0,5,1,-1,1
RT @anypixel: Incredible 3D Sculpting by Marianosteiner http://t.co/CbQ7cbYgPD #zbrush #zbrushcentral #3dsculpting #anypixel http://t.co/I2…,...far far away from work... Character Art~ - Page 10,140,44,1,0,11,2,109,34,4,1,-1,1
Still messing with #sculptris a #zbrush intro of sorts. Heres a study of a@creaturebox #wolverine… http://t.co/DsDHP9q8PS,Jared Salmond on Instagram: “Still messing with #sculptris a #zbrush intro of sorts. Heres a study of a@creaturebox #wolverine these guys rock! Still having some…”,121,28,2,0,63,0,59,0,3,0,-1,0
I like this version better. #zbrush #wip #gamedesigner http://t.co/LzbU0kx0jH,@scottsmojo on Instagram: “I like this version better. #zbrush #wip #gamedesigner”,77,25,2,0,63,0,59,0,3,0,-1,0
Just Finished my first full sculpt on Zbrush by @pixologic. Its of Norm from Norm &amp; Cory by @AndrewKaiko check it http://t.co/PSDUUtTexa,Welcome to my Brain,140,0,1,0,1,0,2,0,0,2,-1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 10 | Watch: http://t.co/g8zTeAKlf4 by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 10,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 14 | Watch: http://t.co/u8q2E4A9z6 by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 14,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Sculpting Human Torsos Part 4 | Watch: http://t.co/6aNn1scjHk by ZBrush Tutorials | Youtube©,[ ZBrush Tutorials ] Sculpting Human Torsos Part 4,121,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 3 | Watch: http://t.co/R3Tqcf5f5v by ZBrush Tutorials | Yo...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 3,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 1 | Watch: http://t.co/l1jo5AfoWb by ZBrush Tutorials | Yo...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 1,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 44 | Watch: http://t.co/1ZjwBY5AlX by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 44,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 8 | Watch: http://t.co/uzOuWG1rMW by ZBrush Tutorials | Yo...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 8,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 33 | Watch: http://t.co/4yA5S6xbMk by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 33,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Sculpting Human Torsos Part 13 | Watch: http://t.co/vJkHOLhmPJ by ZBrush Tutorials | Youtube©,[ ZBrush Tutorials ] Sculpting Human Torsos Part 13,122,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 40 | Watch: http://t.co/QfYRoCnIVf by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 40,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Sculpting Human Torsos Part 8 | Watch: http://t.co/8IELqy48nU by ZBrush Tutorials | Youtube©,[ ZBrush Tutorials ] Sculpting Human Torsos Part 8,121,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 35 | Watch: http://t.co/kR2AMVIShq by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 35,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 15 | Watch: http://t.co/YmH0MhVYOt by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 15,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 29 | Watch: http://t.co/zP0GLP58Rt by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 29,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 24 | Watch: http://t.co/1uaZRckLK7 by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 24,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Sculpting Human Torsos Part 9 | Watch: http://t.co/GO4UszmTEZ by ZBrush Tutorials | Youtube©,[ ZBrush Tutorials ] Sculpting Human Torsos Part 9,121,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 31 | Watch: http://t.co/r7QFP2ShXO by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 31,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 21 | Watch: http://t.co/651sEQ7zPD by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 21,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 22 | Watch: http://t.co/Ptpulk6x03 by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 22,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 5 | Watch: http://t.co/9Uqu6kndRq by ZBrush Tutorials | Yo...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 5,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 39 | Watch: http://t.co/GLER5f4BOe by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 39,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 34 | Watch: http://t.co/9E9YpS3Eon by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 34,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Sculpting Human Torsos Part 6 | Watch: http://t.co/QxQGUs8p4q by ZBrush Tutorials | Youtube©,[ ZBrush Tutorials ] Sculpting Human Torsos Part 6,121,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 9 | Watch: http://t.co/u3MXDWm9kE by ZBrush Tutorials | Yo...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 9,138,0,50,50,106,102,58,51,0,0,1,0
VIDEO | [ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 16 | Watch: http://t.co/CBYgSF435C by ZBrush Tutorials | Y...,[ ZBrush Tutorials ] Creating a Hard Surface Futuristic Soldier Part 16,138,0,50,50,106,102,58,51,0,0,1,0
Updated my zbrush sketch book! with more sculptures. #zbrushcentral #creatures #demons http://t.co/GRsj2jwRE5,JWCorvus Sculpts Blog - Page 9,109,32,1,0,11,2,109,34,3,0,-1,0
Sculpting Hair in ZBrush http://t.co/MzahdnP5aM,,47,0,6,6,6,6,8,6,0,0,1,0
RT @UArtsy: Look at Mariana Gorbeas cloth sculpting workflow in #ZBrush --&gt; http://t.co/wVqyqEo7B5 #digitalsculpting #3dart http://t.co/6i…,Mariana Gorbeas Sketchbook - Page 6,142,31,1,0,11,2,109,34,3,1,-1,1
Another #zbrush experiment. Stay classy! ;) #typography #3D #love http://t.co/P4CCr3q9bE,Adam Spizak on Instagram: “Another #zbrush experiment. Stay classy! ;) #typography #3D #love”,88,28,3,0,63,0,59,0,4,0,-1,0
How To Create Realistic Female Model with Zbrush http://t.co/ygDeCdFg65 #zbrushtutorial http://t.co/cPbvxmOGAs,How To Create Realistic Female Model with Zbrush | AVCGI 360,110,14,11,11,6,6,109,34,1,0,1,0
The King / Final shader / 3D Chess Figure / #modo #zbrush This is my last post in 2014 so ALL THE BEST in 2015... http://t.co/szGFX9U01F,m4gik - Timeline Photos | Facebook,136,12,1,0,23,1,29,6,2,0,-1,0
Space Snail #zbrush #pixologic #3d #photoshop #creature #zver #shyne #snail #space http://t.co/Aq8cvv0Vce,@hristianshyne on Instagram: “Space Snail #zbrush #pixologic #3d #photoshop #creature #zver #shyne #snail #space”,105,69,6,0,63,0,59,0,9,0,-1,0
Revived an old ZBrushCentral thread with my ZBrush works over years. Hope to can post soon also some professional... http://t.co/kVu4rQfGIO,The Steam Master,139,0,1,0,11,2,29,6,0,0,-1,0
CTN animation eXpo 2014: Joseph Drust ZBrush 4R7 Demo: http://t.co/yuE9c5rdyD,CTN animation eXpo 2014: Joseph Drust ZBrush 4R7 Demo,77,0,1,1,106,102,45,15,0,0,1,0
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/qtJb8qHVm6,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/WXcMazjqmq,,93,0,1,0,1,0,29,6,0,0,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/FiQUJqVBHc via @VIVAnews,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,98,0,4,0,2,0,20,3,0,1,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/AOS7x5fFww via @VIVAnews,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,107,0,4,0,2,0,20,3,0,1,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/hamNCAo2wG via @VIVAnews #IDFL via @IDFLdotME,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,119,4,2,0,2,0,20,3,1,2,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/18lRdeblgy via @VIVAnews #IDFL via @IDFLdotME,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,119,4,2,0,2,0,20,3,1,2,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/fUHuI4YGdw via @VIVAnews #IDFL via @IDFLdotME,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,128,4,2,0,2,0,20,3,1,2,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/aR3mmcVj48 via @VIVAnews #IDFL via @IDFLdotME,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,128,4,2,0,2,0,20,3,1,2,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/EkkI5DdyGC via @detikcom,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,98,0,4,0,2,0,20,3,0,1,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/XXlw9T0lpM via @detikcom,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,107,0,4,0,2,0,20,3,0,1,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/HeCf8ZfN9T,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,84,0,3,0,7,2,66,59,0,0,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/q0UxX8tvSV,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,93,0,3,0,7,2,66,59,0,0,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/d9v52KAFPm #IDFL #IDFL via @IDFLdotME,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,111,10,2,0,2,0,20,3,2,1,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset http://t.co/VP02xE0q0J #IDFL #IDFL via @IDFLdotME,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset,120,10,2,0,2,0,20,3,2,1,-1,0
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max: ZBrushworkshops - Detailing And Rigging In ZBru... http://t.co/vBLn7gLgm4,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max » Heroturko.pl,136,0,5,0,5,0,13,0,0,0,-1,0
ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset: ZBrushworkshops - Texturing A Head In ... http://t.co/MOlz7BSfgP,ZBrushworkshops - Texturing A Head In ZBrush And Rendering In Marmoset » Heroturko.pl,136,0,5,0,5,0,13,0,0,0,-1,0
RT @lecaramel: 150 HDR for free. High resolution - http://t.co/I1uJCbUysO Works great with #ZBrush and @KeyShot3D ! http://t.co/huZX3Povyt,NoEmotion HDRs,138,6,1,1,1,1,109,34,1,2,1,1
RT @3DArtist: Image of the Day is this great ZBrush model of Daenerys Targaryen by Genc Buxheli! See more at http://t.co/2zMmCvRcFV http://…,Daenerys Targaryen by Genc Buxheli | Fan Art | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,140,0,1,0,1,0,109,34,0,1,-1,1
Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,123,0,1,1,2,2,1,1,0,0,1,0
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,11,5,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,109,34,0,1,1,1
Zbrush Archives more than 60+ Free high quality video tutorials http://t.co/zyLt2vXlbU,Zbrush Archives - ITS ART,86,0,1,1,2,2,45,15,0,0,1,0
Hi guys did another classic #disney #character . #scar from #TheLionKing #3d #zbrush #3dart http://t.co/Jh03Htykfp http://t.co/U4FKHHQpZI,Scar Disneys The Lion King Adewale Haroun,137,55,1,0,16,0,109,34,7,0,-1,0
RT @anypixel: Incredible 3D Sculpting by Marianosteiner http://t.co/CbQ7cbYgPD #zbrush #zbrushcentral #3dsculpting #anypixel http://t.co/I2…,...far far away from work... Character Art~ - Page 10,140,44,1,0,11,2,20,8,4,1,-1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,109,34,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,2,1,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,109,34,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,20,8,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,109,34,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,20,8,0,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,24,5,0,1,1,1
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/EXxB4Wo69g,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,84,0,1,0,1,0,1,0,0,0,-1,0
#Cyborg created by obriy86 for #TotalDominion game from #Plarium http://t.co/VnGK4JSlMX #zbrush #mech #robot #gameart http://t.co/7LQDAjsEfk,Cyborg,140,60,15,0,11,2,23,5,7,0,-1,0
RT @KeyShot3D: Sweet ZBRush/KeyShot action from @ArtOfNickHiatt plus two sweet KeyShotVRs here! http://t.co/jMtosUzXM2 http://t.co/D9QbKsc…,www.nickhiatt.com,139,0,1,0,1,0,20,8,0,2,-1,1
ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max http://t.co/ICu4GBHP2x,ZBrushworkshops - Detailing And Rigging In ZBrush And 3DS Max,84,0,3,0,7,2,66,59,0,0,-1,0
I liked a @YouTube video http://t.co/avLFvYglWr Zbrush sculpting - Female anatomy study,Zbrush sculpting - Female anatomy study,87,0,1,1,106,102,66,59,0,1,1,0
RT @pixologic: Wed like to share with you another sneak peek of #ZBrush 4R7 scheduled for release before the end of the year: https://t.c…,ZBrush to KeyShot bridge teaser,138,6,1,1,106,102,109,34,1,1,1,1
RT @itsartmag: Learn Zbrush on ItS ART more than 60+ Free hiqh quality video tutorials =&gt; http://t.co/LnOgVxCq3N http://t.co/NAoAPHRtGg,Zbrush Archives - ITS ART,138,0,1,1,2,2,109,34,0,1,1,1
The Complete Orc Bust Sculpting Course with ZBrush http://t.co/PpmcEAbWfO #course http://t.co/JpLlQDXOL8,ZBrush Sculpting Tutorial: The Complete Orc Bust Sculpting - Udemy,104,6,13,0,1,0,13,0,1,0,-1,0
Amazing Brushes for Zbrush produced by Michael Dunnam @Gumroad: http://t.co/1dfc68bJ2Z,Michael Dunnam,86,0,1,0,2,0,45,15,0,1,-1,0
hopsyderle: ZBrush Creature Design: Creating Dynamic Concept Imagery for Film and Games http://t.co/z0wdfiJNxp,,110,0,2,0,1,0,2,0,0,0,-1,0
Mother Having fun with Zbrush :) more info on my blog http://t.co/bLhuDqjogf #conceptart #sculpt #zbrush http://t.co/PxlBjciJsg,Carl Folmers blogg!,127,26,1,0,1,0,109,34,3,0,-1,0
RT @CarlfolmerART: Mother Having fun with Zbrush :) more info on my blog http://t.co/bLhuDqjogf #conceptart #sculpt #zbrush http://t.co/P…,Carl Folmers blogg!,138,26,3,2,1,0,3,2,3,1,-1,1
RT @CarlfolmerART: Mother Having fun with Zbrush :) more info on my blog http://t.co/bLhuDqjogf #conceptart #sculpt #zbrush http://t.co/P…,Carl Folmers blogg!,138,26,1,0,1,0,3,2,3,1,-1,1
New CNR MK-II Up @ArtStationHQ http://t.co/hFBBVFVytd #zbrush #3d #keyshot http://t.co/kBICg9c0aP,C.N.R MK-II Richie mason,97,19,3,0,16,0,109,34,3,1,-1,0
ZBrush Sculpt of a male Seditionist soldier. Hi-res: http://t.co/UjZQu7w4Op #ScreenShotSaturday #UnrealDev #UE4 http://t.co/AxOPYAmrvH,,134,34,1,0,1,0,1,0,3,0,-1,0
Taaa daaaa! #zbrush ----&gt; #3Dprint for @MyMiniFactory #ChineseNewYear collection. http://t.co/7UoTutpyhk http://t.co/lfUAP0pMFu,Download Chinese New Year - San Yang Kai Tai Ornament by Evavooo - MyMiniFactory.com,130,31,1,0,1,0,109,34,3,1,-1,0
Take a sneak peek into our upcoming course on Altering Body Weight in #ZBrush: https://t.co/1jfXhrr4WF,Sneak Peek: Altering Body Weight in ZBrush,102,6,2,0,4,2,10,0,1,0,-1,0
trending again on @ArtStationHQ so happy! check out the piece here: https://t.co/pIwfPXdnT5 #WIP #zbrush http://t.co/NfOL4qBBLJ,WIP - DnD in space character part 2 Blake Withers,127,11,1,0,16,0,109,34,2,1,-1,0
ZBrush 4r7: Creating 3D Architectural Models Usin…: http://t.co/lZ1q6hM4Na,ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh,74,0,1,1,106,102,24,5,0,0,1,0
RT @bwithers: trending again on @ArtStationHQ so happy! check out the piece here: https://t.co/pIwfPXdnT5 #WIP #zbrush http://t.co/NfOL4qBB…,WIP - DnD in space character part 2 Blake Withers,140,11,8,3,16,0,6,0,2,2,-1,1
RT @RepublicSniper: ZBrush Sculpt of a male Seditionist soldier. Hi-res: http://t.co/UjZQu7w4Op #ScreenShotSaturday #UnrealDev #UE4 http…,,137,34,1,0,1,0,109,34,3,1,-1,1
This is kinda trippy... Fun with #zbrush and #keyshot #digitalsculpture #3dmodel not a #3dprint yet.… http://t.co/QdDtABlKly,Matthew Amey on Instagram: “This is kinda trippy... Fun with #zbrush and #keyshot #digitalsculpture #3dmodel not a #3dprint yet. #art #spider that spins a web of gold.…”,124,51,3,0,63,0,59,0,5,0,-1,0
This hour-long video of a russian sculpting a demon head in #Blender has convinced me Zbrush can take a hike. https://t.co/hVZFLRF2cO,demons head sculpting blender 3d,133,7,1,1,106,102,109,34,1,0,1,0
Take a sneak peek into our upcoming course on Altering Body Weight in #ZBrush: https://t.co/1jfXhrr4WF,Sneak Peek: Altering Body Weight in ZBrush,102,6,2,0,4,2,10,0,1,0,-1,0
some thing I just made Azog FanArt via @artstationhq https://t.co/aHR466u0ZB #zbrush #render #photoshop #3dsculpt #zbrush4r7 #cgi,Azog FanArt Angel Ricalde,129,51,1,0,16,0,109,34,6,1,-1,0
No zbrush? No problem. This is a neat web sculpting app. #sculpting #digital #art http://t.co/83bJAVu3ug,SculptGL - A WebGL sculpting app,104,23,1,0,1,0,109,34,3,0,-1,0
RT @Digital_Tutors: Take a sneak peek into our upcoming course on Altering Body Weight in #ZBrush: https://t.co/1jfXhrr4WF,Sneak Peek: Altering Body Weight in ZBrush,122,6,8,3,4,2,6,0,1,1,-1,1
RT @draconian_rain: ZBrush 4r7: Creating 3D Architectural Models Usin…: http://t.co/lZ1q6hM4Na,ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh,94,0,1,1,106,102,109,34,0,1,1,1
RT @Digital_Tutors: Take a sneak peek into our upcoming course on Altering Body Weight in #ZBrush: https://t.co/1jfXhrr4WF,Sneak Peek: Altering Body Weight in ZBrush,122,6,1,0,4,2,20,8,1,1,-1,1
Photo: Jafar Wip #3d #3dart #3dmodel #character #zbrush #picture #pictureoftheday #instaart #illustration... http://t.co/uGCl693k2A,Valello — Jafar Wip #3d #3dart #3dmodel #character #zbrush...,131,87,7,0,12,1,13,1,9,0,-1,0
RT @ValerioFere: Photo: Jafar Wip #3d #3dart #3dmodel #character #zbrush #picture #pictureoftheday #instaart #illustration... http://t.co/u…,Valello — Jafar Wip #3d #3dart #3dmodel #character #zbrush...,140,87,10,1,12,1,109,34,9,1,-1,1
ZBrushWorkshops launches world’s first course on 3D printing for artists http://t.co/8Zbs7CQVwl via @ArtStationHQ,ZBrushWorkshops launches world’s first course on 3D printing for artists,113,0,1,0,1,0,109,34,0,1,-1,0
RT @ValerioFere: Photo: Jafar Wip #3d #3dart #3dmodel #character #zbrush #picture #pictureoftheday #instaart #illustration... http://t.co/u…,Valello — Jafar Wip #3d #3dart #3dmodel #character #zbrush...,140,87,1,0,12,1,109,34,9,1,-1,1
RT @ValerioFere: Photo: Jafar Wip #3d #3dart #3dmodel #character #zbrush #picture #pictureoftheday #instaart #illustration... http://t.co/u…,Valello — Jafar Wip #3d #3dart #3dmodel #character #zbrush...,140,87,21,0,12,1,21,0,9,1,-1,1
Portrait of The Dark Knight by Shawn Wang http://t.co/zzQiGRDKdT #batman #zbrush #cinema4d #characterart http://t.co/irJ48jwkaQ,Portraits of The Dark Knight by Shawn Wang | Portrait | 3D | CGSocietylarrgrid-buttonrarrproject-thumbnail-commentsfooter-logo,127,38,15,0,1,0,23,5,4,0,-1,0
The Barton will rise!!:) work in progress! #art #artfollowsme #zbrush #3dsculpt #3dmodeler #3dobjects… http://t.co/yf1lB4F8Wu,Dwayne Hanley on Instagram: “The Barton will rise!!:) work in progress! #art #artfollowsme #zbrush #3dsculpt #3dmodeler #3dobjects #marvelcomics #marvelmovies…”,125,57,12,0,63,0,59,0,6,0,-1,0
Finally got Keyshot to Zbrush working!!! http://t.co/AlDuSKvMl9,John Mahoney - Timeline Photos | Facebook,63,0,6,0,23,1,29,6,0,0,-1,0
ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh http://t.co/osFIFzyl7p,ZBrush 4r7: Creating 3D Architectural Models Using ArrayMesh,83,0,1,1,106,102,3,3,0,0,1,0
Zbrush Tutorial : How to Create Real Cloth Folds http://t.co/GfbtHfUHlm http://t.co/4tPT6vmw9i,Design News | Niche Content Curation,94,0,1,1,1,1,1,1,0,0,1,0
